0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,0,0,0,0,0,0,0,113,1,-1,0,0,0,0,6.584,0,1,107,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,122,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1
125,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,166,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,176,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,180,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,186,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,189,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,191,65,0,0,0,0,0,197,-1,-1,0,0,0,0,6.584,0,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1
199,65,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,204,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,221,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,219,0,0.1867,0.1867,0,0,0,0,0,0,0,0,0,0,6.584,0,1,233,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,240,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,249,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,266,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,270,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,275,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,263,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1
265,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,267,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,265,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,263,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,266,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,270,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,269,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,271,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,266,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,261,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,254,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,250,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1
245,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,234,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,226,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,217,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,212,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,206,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,202,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,202,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,203,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,198,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,192,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,191,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1
191,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,189,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,185,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,188,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,191,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,191,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,187,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,183,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,181,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,185,26,0.0933,0.0933,0,0,176,176,-1,-1,0,0,0,0,6.584,0,1,186,0,4.3667,0.0934,2.1667,2.2,0,0,0,0,0,0,0,0,6.584,0,1,184,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1
178,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,173,0,0.0934,0.0934,0,0,0,0,0,0,0,0,0,0,6.584,0,1,167,0,0.0933,0.0933,0,0,0,0,0,0,0,0,0,0,6.584,0,1,179,0,0.0917,0.0917,0,0,0,0,0,0,0,0,0,0,6.584,0,1,182,0,0.0916,0.0916,0,0,0,0,0,0,0,0,0,0,6.584,0,1,180,0,0.0917,0.0917,0,0,0,0,0,0,0,0,0,0,6.584,0,1,190,0,0.0917,0.0917,0,0,0,0,0,0,0,0,0,0,6.584,0,1,197,0,0.0916,0.0916,0,0,0,0,0,0,0,0,0,0,6.584,0,1,191,0,0.0917,0.0917,0,0,0,0,0,0,0,0,0,0,6.584,0,1,183,0,0.0917,0.0917,0,0,0,167,1,-1,0,0,0,0,6.584,0,1,158,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,0,6.584,0,1
142,0,0.0917,0.0917,0,0,0,0,0,0,0,0,0,0,6.584,0,1,135,0,0.0917,0.0917,0,0,0,0,0,0,0,0,0,0,6.7157,0,1,129,0,0.0916,0.0916,0,0,0,0,0,0,0,0,76,0,10.798,0,2,121,0,0.0917,0.0917,0,0,0,0,0,0,0,0,66,0,6.584,0,1,113,0,0,0,0,0,0,0,0,0,0,0,64,0,6.584,0,1,102,0,0.0916,0.0916,0,0,0,0,0,0,0,0,66,0,6.584,0,1,94,0,0.0917,0.0917,0,0,0,0,0,0,0,0,65,0,6.584,0,1,88,0,0.0917,0.0917,0,0,0,0,0,0,0,0,67,0,6.979,0,1,78,0,0.0916,0.0916,0,0,0,89,-1,1,1,8,68,10,9.481,0.00748,2,70,0,0.0834,0.0834,0,0,0,0,0,0,0,0,69,8,9.2176,0.00598,2,66,0,0.0833,0.0833,0,0,0,0,0,0,0,0,70,7,9.6126,0.00524,2,63,0,0.0833,0.0833,0,0,0,75,-1,1,1,12,65,16,10.929,0.01197,2
58,0,0.0834,0.0834,0,0,0,0,0,0,0,0,70,16,10.929,0.01197,2,55,0,0.0833,0.0833,0,0,0,0,0,0,0,0,67,0,6.8474,0,1,56,0,0.0833,0.0833,0,0,0,0,0,0,0,0,84,172,21.464,0.12865,2,61,0,0.0834,0.0834,0,0,0,77,-1,1,1,12,84,62,20.147,0.04638,2,65,0,0.0833,0.0833,0,0,0,0,0,0,0,0,78,75,17.513,0.05611,2,73,0,0.0833,0.0833,0,0,0,0,0,0,0,0,67,30,11.851,0.02244,2,82,0,0.0834,0.0834,0,0,0,0,0,0,0,0,62,0,6.584,0,1,87,0,0.0833,0.0833,0,0,100,0,0,0,0,0,64,20,9.2176,0.01496,2,92,0,0.0833,0.0833,0,0,0,0,0,0,0,0,62,0,6.584,0,1,95,0,0.0834,0.0834,0,0,0,0,0,0,0,0,61,28,9.2176,0.02094,2,98,0,0.0833,0.0833,0,0,0,0,0,0,0,0,63,0,6.584,0,1,103,0,0.0833,0.0833,0,0,0,0,0,0,0,0,63,0,6.584,0,1
107,0,0.0834,0.0834,0,0,0,0,0,0,0,0,63,0,6.584,0,1,109,0,0.0833,0.0833,0,0,0,0,0,0,0,0,63,0,6.584,0,1,110,0,0.0833,0.0833,0,0,0,0,0,0,0,0,64,0,6.584,0,1,106,0,0.0834,0.0834,0,0,0,0,0,0,0,0,66,9,8.5592,0.00673,2,104,0,0.0833,0.0833,0,0,0,0,0,0,0,0,65,0,6.584,0,1,94,0,0.0833,0.0833,0,0,0,0,0,0,0,0,63,0,6.7157,0,1,87,0,0.0834,0.0834,0,0,0,0,0,0,0,0,62,0,6.584,0,1,98,0,0.0833,0.0833,0,0,0,0,0,0,0,0,61,0,6.584,0,1,102,0,0.0833,0.0833,0,0,0,0,0,0,0,0,61,0,6.584,0,1,106,0,0.0834,0.0834,0,0,0,0,0,0,0,0,62,0,6.584,0,1,107,0,0.0833,0.0833,0,0,0,0,0,0,0,0,61,0,6.7157,0,1,112,0,0.0833,0.0833,0,0,0,0,0,0,0,0,62,0,6.584,0,1
111,0,0.0834,0.0834,0,0,0,0,0,0,0,0,62,0,6.584,0,1,108,0,0.0833,0.0833,0,0,0,0,0,0,0,0,63,0,6.584,0,1,106,0,0.0833,0.0833,0,0,0,0,0,0,0,0,63,0,6.584,0,1,104,0,0.0767,0.0767,0,0,0,0,0,0,0,0,64,0,6.584,0,1,102,0,0.0767,0.0767,0,0,0,0,0,0,0,0,63,0,6.7157,0,1,100,0,0.0766,0.0766,0,0,0,0,0,0,0,0,62,0,6.584,0,1,95,0,0.0767,0.0767,0,0,0,0,0,0,0,0,64,0,6.584,0,1,93,0,0.0767,0.0767,0,0,0,0,0,0,0,0,60,0,6.584,0,1,90,0,0.0766,0.0766,0,0,0,0,0,0,0,0,61,0,6.584,0,1,88,0,0.0767,0.0767,0,0,0,0,0,0,0,0,61,0,6.584,0,1,86,0,0.0767,0.0767,0,0,0,0,0,0,0,0,62,0,6.584,0,1,83,0,0.0766,0.0766,0,0,0,0,0,0,0,0,61,0,6.584,0,1
81,0,0.0767,0.0767,0,0,0,0,0,0,0,0,62,0,6.584,0,1,80,0,0.0767,0.0767,0,0,0,0,0,0,0,0,62,0,6.584,0,1,78,0,0.0766,0.0766,0,0,0,0,0,0,0,0,60,0,6.584,0,1,74,0,0.0767,0.0767,0,0,0,83,-1,1,1,8,62,0,6.8474,0,1,77,0,0.0767,0.0767,0,0,0,0,0,0,0,0,65,0,6.8474,0,1,73,0,0.0766,0.0766,0,0,0,0,0,0,0,0,61,0,6.7157,0,1,68,0,0.0767,0.0767,0,0,0,83,-1,1,1,8,60,0,6.584,0,1,65,0,0.0767,0.0767,0,0,0,0,0,0,0,0,65,0,6.979,0,1,64,0,0.0766,0.0766,0,0,0,0,0,0,0,0,63,0,6.8474,0,1,58,0,0.0767,0.0767,0,0,0,0,0,0,0,0,60,0,6.584,0,1,58,0,0.0767,0.0767,0,0,113,0,0,0,0,0,60,0,6.7157,0,1,71,0,0.0766,0.0766,0,0,0,0,0,0,0,0,67,44,13.695,0.03292,2
87,0,0.0767,0.0767,0,0,0,0,0,0,0,0,64,0,7.1107,0,1,93,0,0.0767,0.0767,0,0,0,0,0,0,0,0,64,11,8.6909,0.00823,2,92,0,0.0766,0.0766,0,0,0,0,0,0,0,0,62,2,8.4275,0.0015,2,92,0,0.0767,0.0767,0,0,0,0,0,0,0,0,60,0,6.584,0,1,94,0,0.0767,0.0767,0,0,0,0,0,0,0,0,62,0,6.584,0,1,115,0,0.0766,0.0766,0,0,0,0,0,0,0,0,59,0,6.584,0,1,124,0,0.0767,0.0767,0,0,0,0,0,0,0,0,60,0,6.584,0,1,129,0,0.0767,0.0767,0,0,0,0,0,0,0,0,60,0,6.584,0,1,131,0,0.0766,0.0766,0,0,0,0,0,0,0,0,61,0,6.584,0,1,129,0,0.0767,0.0767,0,0,0,0,0,0,0,0,63,0,6.584,0,1,126,0,0.0767,0.0767,0,0,0,0,0,0,0,0,63,0,6.7157,0,1,124,0,0.0766,0.0766,0,0,0,0,0,0,0,0,61,0,6.584,0,1
119,0,0.0767,0.0767,0,0,0,0,0,0,0,0,61,0,6.7157,0,1,115,0,0.0767,0.0767,0,0,0,0,0,0,0,0,58,0,6.8474,0,1,106,0,0.0766,0.0766,0,0,0,0,0,0,0,0,57,0,6.584,0,1,114,0,0.0784,0.0784,0,0,0,0,0,0,0,0,56,0,6.584,0,1,113,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.979,0,1,115,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,113,0,0.0784,0.0784,0,0,0,0,0,0,0,0,0,0,6.584,0,1,112,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,111,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,111,0,0.0784,0.0784,0,0,0,0,0,0,0,0,0,0,6.584,0,1,111,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,110,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1
110,0,0.0784,0.0784,0,0,0,0,0,0,0,0,0,0,6.584,0,1,109,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,109,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,107,0,0.0784,0.0784,0,0,0,0,0,0,0,0,100,0,6.584,0,1,104,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,106,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,102,0,0.0784,0.0784,0,0,0,0,0,0,0,0,70,0,6.7157,0,1,102,0,0.0783,0.0783,0,0,0,0,0,0,0,0,96,0,6.584,0,1,107,0,0.0783,0.0783,0,0,0,0,0,0,0,0,130,0,6.584,0,1,106,0,0.0784,0.0784,0,0,0,0,0,0,0,0,0,0,6.584,0,1,103,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,92,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1
101,0,0.0784,0.0784,0,0,0,0,0,0,0,0,0,0,6.584,0,1,100,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,107,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,107,0,0.0784,0.0784,0,0,0,0,0,0,0,0,93,0,6.584,0,1,108,0,0.0783,0.0783,0,0,0,0,0,0,0,0,0,0,6.584,0,1,111,0,0.0783,0.0783,0,0,0,0,0,0,0,0,80,90,20.542,0.06733,2,111,0,0.0784,0.0784,0,0,0,0,0,0,0,0,72,10,9.7443,0.00748,2,111,0,0.0783,0.0783,0,0,0,0,0,0,0,0,72,14,10.403,0.01047,2,110,0,0.0783,0.0783,0,0,0,0,0,0,0,0,69,0,7.2424,0,1,111,50,6.8289,0,6.6667,0.1622,0,116,-1,-1,0,0,69,0,6.7157,0,1,117,0,0.0784,0.0784,0,0,0,0,0,0,0,0,73,0,7.7691,0,1,124,0,0.0783,0.0783,0,0,0,0,0,0,0,0,80,0,7.9008,0,1
136,0,0.0784,0.0784,0,0,0,0,0,0,0,0,91,122,20.41,0.09126,2,144,0,0.0783,0.0783,0,0,0,0,0,0,0,0,93,17,11.324,0.01272,2,154,0,0.0783,0.0783,0,0,0,0,0,0,0,0,77,36,11.983,0.02693,2,164,0,0.0784,0.0784,0,0,0,0,0,0,0,0,74,0,6.7157,0,1,174,0,0.0783,0.0783,0,0,0,0,0,0,0,0,75,8,9.2176,0.00598,2,186,0,0.0783,0.0783,0,0,0,0,0,0,0,0,80,0,8.1642,0,1,196,0,0.0784,0.0784,0,0,0,0,0,0,0,0,78,0,7.2424,0,1,202,0,0.0783,0.0783,0,0,0,0,0,0,0,0,78,0,7.1107,0,1,207,0,0.0783,0.0783,0,0,0,0,0,0,0,0,79,0,8.0325,0,1,215,0,0.0784,0.0784,0,0,0,0,0,0,0,0,75,0,6.8474,0,1,221,0,0.0783,0.0783,0,0,0,0,0,0,0,0,77,0,7.2424,0,1,226,0,0.0783,0.0783,0,0,0,0,0,0,0,0,75,0,6.7157,0,1
